Summary,Status,Priority,Created,Resolved,Labels,Description
Remote connection problem,Done,Low,2020-06-09 16:22:00,2023-02-06 11:18:00,Git,"Someone forgot to put in a check to limit the number of failed login attempts.When connecting, failed authentication repeats multiple times leading to account locked out.git -c diff.mnemonicprefix=false -c core.quotepath=false --no-optional-locks fetch originfatal: Authentication failed for 'https://URL/repo.git/'fatal: Authentication failed for 'https://URL/repo.git/'fatal: Authentication failed for 'https://URL/repo.git/'fatal: Authentication failed for '[https://URL/repo.git/'|https://url/repo.git/']fatal: remote error: CAPTCHA requiredCompleted with errors, see above."
Sourcetree for windows DOES NOT WORK for ALL VERSIONS after 3.1.3 with gerrit repositories.,Done,Low,2020-06-09 11:47:00,2023-02-06 11:18:00,Bitbucket,"When I open Sourcetree, it happens to crash every now and then and when I try to open a repository it happens too...a  I don't know why it keeps happening, I don't know where is the log report for those kinds of bug to be more specify. Now the crash happend every time when I try to open sourcetree. In the file SourceTree, in AppData/Local/SourceTree, the version of the file app is app-3.3.8."
Language change from default results in sourcetree not updating automatically,Done,Low,2020-06-07 20:48:00,2023-02-06 11:18:00,General,"In my repository set up, I have Folders {{A}} and {{B}} in my SourceTree and each of those folders has a repo named {{X}} inside. The repos are located in different folders on the file system and they actually point to different remotes, but they have same names.When I have double clicked on my side pane on repo {{X}} from folder {{A}}, it opens up as expected. When I double click on my side pane on repo {{X}} from folder {{B}}, however, nothing happens.Expected results is that I have two tabs opened with those different repos having the same name.a This is definitely a regression, but it has been there for a while. It reproduces in 3.3.8 but also was there in 3.3.6a (I had to put {{3.2.2}}a as a version in Affects Versions field because there is no {{3.3.8}} in the list, so please add it as well)"
Discard Lines bar is not sticky anymore,Done,Low,2020-06-07 03:13:00,2023-02-06 11:18:00,Git,Log / History correctly shows commit time correct for the time zone that local machine is in.Commit description shows local time of commit with no timezone information.e.g.!image-2020-06-07-13-09-52-566.png!PC local time is Australia/Brisbane i.e. UTC+10 set in WindowsOccurs in a freshly downloaded 3.3.8 also but there's no option to select it in the affect versions list.Â 
cannot commit,Done,Low,2020-06-06 23:42:00,2023-02-06 11:18:00,UX,"Managing a number of developers working on multiple tasks, it is difficult to easily see what commits are being done to active branches.If the History view would add a branch name column and populate that for each commit that would make it much easier to see what commits are being done to branches.a a Also the history view needs to allow the user to click on the ""branch name"" column title to have it sort by branch name and by date (new->old) so they would be grouped together.a  A second click on the column title toggles the sort direction(ascending / descending) for Branch Name.Being able to sort by Author in the same way would be very helpful as well.a "
Adding extra characters after commit,Done,Low,2020-06-04 08:35:00,2023-02-06 11:18:00,Git,"Open huge repo like[https://github.com/llvm/llvm-project.git] * going to the ""Search"" * enter something like ""[clangd]"" * search panel does not filter anything ;a P.S.: version 3.3.8 used"
SourceTree doesn't refresh automatically ,Done,Low,2020-06-04 07:46:00,2023-02-06 11:18:00,General,"Force push may cause application crash for repository that have submodules.Also window that ask confirmation for force push closes automatically in 1 seconda for repository that have submodules. It is very hard to click ""Yes"" in this 1 second.Version: 3.3.8.3848Git version: 2.26.2OS: Windows 10"
Installation does not create Start Menu shortcuts,Done,Low,2020-06-03 09:59:00,2023-02-06 11:18:00,General,They simply do not show up in the Push / Pull dialog
"""Open in Terminal"" button not working anymore",Done,Low,2020-06-02 15:18:00,2023-02-06 11:18:00,Bitbucket,"Steps:Preconditions: logged into Bitbucket usinga Atlassian account # Install the latest SourceTree 3.3.8 froma [https://sourcetreeapp.com/] # !image-2020-06-02-18-16-29-990.png! # Created account by using OAuth!image-2020-06-02-18-10-04-837.png! # clone particular repository from SourceTree or butbucket page # got login error several times # locked account # !image-2020-06-02-18-12-19-769.png!NOTE: Uninstalling doesn't clean up the data, so I cannot perform clean install again."
"Syntax highlighting is applied to ""No newline at end of file"" notice",Done,Low,2020-06-01 09:14:00,2023-02-06 11:18:00,General,"When using `Show Full Output` option which doesn't close output automatically, the focus is set wrongly.In previous versions it was correct, which allowed pressing ENTER on the keyboard to close output dialog, but currently the focus is below ouput dialog, which causes weird things, e.g. pressing commit button instead of closing output window.It is regression from previous versions, because it always worked correct.It is happening on newest version 3.3.8 - I can't choose it properly from combo box below."
First tab never refresh,Done,Low,2020-05-27 14:25:00,2023-02-06 11:18:00,General,"Hi, I cannota register to SourceTree using my corporate account [AnubhavKrishna.Tiwari@fmr.com.|mailto:AnubhavKrishna.Tiwari@fmr.com.]a "
Error pushing new branches,Done,Low,2020-05-26 21:11:00,2023-02-06 11:18:00,Git,"Branch is not shown in Push window if renamed during checkout from remote. Steps to reproduce: # Double click or right click and checkout a remote branch (in origin). # In the popup window rename the branch. # Branch is created locally with the new name, but does not show up in the Push window, both through the toolbar Push button and through the Push option in the right click menu on the branch.(Workaround:) Create another branch locally from this locally renamed branch by clicking Branch in the toolbar. This new branch can be pushed as expected.This only happens when renaming the remote branch on checkout. If it is not renamed, it can be pushed as expected.Tested in Sourcetree for Windows 3.3.8.End."
Order Center Table,Done,Low,2020-05-21 10:07:00,2023-02-06 11:18:00,Git,"h3. Use CaseIn our project, due to the branching model, most of the merges are none `fast-forward` merges. Therefore, I have set `git config merge.ff false` in my config in case I am merging from the terminal. However, with this setting I am not capable any longer to ""force"" a `fast-forward` merge from Sourcetree! Even if I uncheck *Create a new commit even if fast-forward is possible*, Sourcetree triggers a ""normal"" merge thus falling back onto the settings from the git config.h3. Cause of the issueSourcetree calls {{git merge branch-name}}a whena *Create a new commit even if fast-forward is possible*a is not checked:```git -c diff.mnemonicprefix=false -c core.quotepath=false --no-optional-locks merge branch-name```h3. SuggestionBe explicit with the command that is triggered by Sourcetree when unchecking. That is, ...... either make `git merge --ff branch-name` the command which is triggered (instead of `git merge branch-name`),... or even provide a option likea *Require fast-forward merge*a triggeringa `git merge --ff-only branch-name`."
Staged files are appeared only after click Refresh (F5),Done,Low,2020-05-21 06:18:00,2023-02-06 11:18:00,General,"When i try to connect my github Account whit the source tree and i click ok, the source tree crash, and if try to open the source tree again, it's still crashing, Im using the last version released, 3.3.6"
Sourcetree Windows 3.3.7 - staging / committing files is bugged,Done,Low,2020-05-20 19:02:00,2023-02-06 11:18:00,UX,"Custom actions are not working since upgrading from 3.2.6 to 3.3.8No error, no dialog appears just nothinga a "
Branches are not displayed when sending.,Done,Low,2020-05-18 06:45:00,2023-02-06 11:18:00,Git,"I've defined a Global Ignore List at Tools > Options > Git, but files which should be ignored are still in the ""Unstaged files"" section.These files are never committed before nor tracked.a This affects version *3.3.8* which isn't listed at the ""Affects Version/s*"" section when creating a ticket."
